component_type,machine_id,temperature,vibration,pressure,motor_current,production_speed,defect_count,humidity,torque,sensor_accuracy,risk_level
Occupant Safety,M-363,77.19,3.36,152.47,44.51,102.72,5,57.85,123.07,84.52,0
Seat Belt,M-485,93.08,3.83,109.43,13.7,174.94,4,63.62,175.87,87.66,0
Airbag,M-185,59.68,0.49,164.39,28.1,54.17,0,59.94,373.03,83.55,0
Occupant Safety,M-970,95.01,1.62,90.06,15.62,190.01,1,71.17,346.27,90.41,0
Steering,M-233,92.89,2.79,146.56,49.9,143.17,4,54.35,155.63,96.62,1
Airbag,M-677,34.54,3.1,199.07,11.12,114.17,1,54.05,278.16,97.14,0
Occupant Safety,M-173,91.85,2.34,94.68,24.94,109.9,3,48.88,200.43,91.15,0
Occupant Safety,M-607,86.06,4.52,195.06,12.81,141.66,5,67.04,336.99,82.53,1
Airbag,M-231,86.57,3.56,89.62,28.45,130.88,4,73.18,123.76,94.94,0
Occupant Safety,M-257,75.09,1.16,169.3,28.08,174.03,0,83.31,241.96,80.25,0
Airbag,M-254,50.94,4.1,235.72,24.96,125.93,1,28.35,148.94,93.05,0
Steering,M-521,56.92,2.46,69.42,5.65,136.66,0,86.48,100.46,95.3,0
Steering,M-492,40.13,3.51,170.02,23.65,70.46,3,76.47,160.41,93.85,0
Occupant Safety,M-364,39.32,3.42,209.17,20.51,150.25,1,70.55,390.71,81.01,0
Steering,M-785,52.03,0.69,220.28,42.33,153.28,2,24.79,214.77,92.66,0
Airbag,M-778,68.96,1.5,113.78,6.3,131.74,0,32.1,325.83,90.66,0
Steering,M-785,84.38,3.51,137.03,35.82,69.54,4,55.53,98.9,95.49,0
Occupant Safety,M-747,28.87,0.18,178.55,49.54,152.86,2,49.41,130.71,92.64,0
Occupant Safety,M-337,66.47,3.75,104.78,30.95,75.98,3,49.16,238.74,96.3,0
Occupant Safety,M-368,74.69,4.59,96.59,36.15,103.16,3,46.76,311.6,84.45,0
Seat Belt,M-582,41.99,4.39,190.66,6.74,193.25,4,85.71,82.18,85.33,0
Seat Belt,M-702,29.8,0.83,248.88,36.38,116.17,0,78.28,289.91,94.45,0
Occupant Safety,M-549,94.76,1.3,71.67,35.15,197.16,3,70.86,336.24,84.5,0
Occupant Safety,M-843,31.25,4.04,224.53,17.61,191.46,1,76.96,256.65,86.81,0
Steering,M-613,61.15,1.28,219.28,34.76,88.81,0,45.69,153.41,93.1,0
Seat Belt,M-962,82.39,2.21,52.78,27.9,72.69,1,36.97,315.24,87.1,0
Seat Belt,M-737,56.84,4.73,64.54,33.2,101.58,2,68.0,179.16,92.08,0
Occupant Safety,M-805,79.59,1.98,242.1,48.39,80.48,2,41.56,362.27,84.11,0
Occupant Safety,M-769,39.34,2.91,213.88,49.99,146.78,1,27.04,393.58,87.02,0
Seat Belt,M-731,29.07,3.43,196.45,18.24,135.78,3,86.86,293.42,91.36,0
Steering,M-581,64.35,3.13,241.18,20.84,121.29,1,30.47,141.55,87.87,0
Occupant Safety,M-143,54.6,1.05,236.68,48.18,131.79,3,62.18,352.34,97.52,0
Airbag,M-811,47.15,2.24,60.77,33.41,138.51,0,28.28,306.25,88.0,0
Occupant Safety,M-683,67.68,2.38,242.98,6.07,151.55,0,32.44,165.75,84.47,0
Airbag,M-305,77.69,0.81,158.59,22.97,135.99,0,88.51,309.66,88.24,0
Occupant Safety,M-547,53.36,0.49,116.53,9.67,68.0,0,40.64,106.41,85.96,0
Occupant Safety,M-703,86.39,4.73,141.48,15.34,168.54,6,82.04,215.13,86.75,2
Airbag,M-623,57.99,0.84,82.84,24.77,190.65,0,66.88,349.16,83.93,0
Airbag,M-977,61.91,2.94,207.72,16.62,189.4,0,67.36,248.17,85.38,0
Steering,M-826,85.0,1.78,71.64,18.92,71.01,2,20.3,165.87,92.81,0
Occupant Safety,M-141,67.82,1.91,92.22,24.35,176.5,0,65.65,92.29,89.56,0
Seat Belt,M-841,75.29,4.48,248.27,34.92,168.04,2,45.3,257.05,93.59,0
Airbag,M-657,81.1,4.86,186.75,11.05,168.58,2,81.39,112.14,91.69,1
Steering,M-579,44.49,2.81,163.6,15.35,70.71,0,43.7,176.1,87.77,0
Airbag,M-128,98.03,3.92,81.23,31.17,68.1,5,87.45,316.17,94.34,0
Occupant Safety,M-913,27.54,4.89,221.57,7.57,124.92,3,39.57,373.7,96.64,0
Steering,M-940,50.21,3.35,69.4,30.58,85.16,4,69.25,310.74,83.5,0
Airbag,M-700,51.31,0.96,217.18,34.74,116.32,0,37.84,308.72,88.54,0
Steering,M-984,45.05,0.32,222.79,38.25,158.75,0,44.02,131.07,80.86,0
Seat Belt,M-161,35.44,2.23,205.93,44.82,163.09,1,86.37,279.49,93.79,0
Steering,M-659,71.3,4.82,122.98,48.15,161.78,6,83.81,328.21,84.21,2
Steering,M-706,91.72,3.1,141.37,26.08,194.77,4,44.76,271.69,91.37,0
Occupant Safety,M-901,93.3,0.88,149.65,43.3,194.38,4,52.8,220.0,80.99,1
Seat Belt,M-213,61.29,0.34,50.7,42.13,115.11,3,37.53,251.96,99.88,0
Steering,M-395,67.7,1.84,132.53,9.18,59.01,0,59.19,80.52,81.6,0
Airbag,M-520,48.56,2.67,141.69,46.86,135.98,3,52.7,289.73,86.16,0
Airbag,M-956,46.25,1.29,73.21,45.33,88.2,3,56.24,204.24,95.87,0
Seat Belt,M-384,42.51,1.1,173.38,35.58,92.44,0,44.37,317.41,93.1,0
Steering,M-293,35.49,0.26,87.88,41.44,69.7,1,37.26,224.65,93.03,0
Seat Belt,M-255,50.5,1.24,96.27,41.48,55.02,2,35.27,188.75,98.96,0
Steering,M-395,58.45,3.34,60.5,26.58,61.27,3,22.68,141.35,98.03,0
Steering,M-819,69.36,2.22,162.49,8.11,183.29,0,73.35,51.74,91.77,0
Airbag,M-272,69.43,2.41,127.55,44.81,198.62,2,62.17,274.74,97.07,0
Airbag,M-800,70.67,2.38,227.58,20.08,157.43,0,73.26,257.87,98.11,0
Steering,M-925,89.88,1.28,200.76,37.19,180.99,3,81.98,387.74,97.78,0
Steering,M-710,51.46,1.6,150.65,16.31,86.77,0,41.45,176.43,91.78,0
Steering,M-672,92.45,1.16,193.5,21.61,186.74,3,40.28,291.99,95.71,0
Steering,M-710,58.11,4.41,204.35,5.7,134.08,3,89.3,348.79,84.69,0
Airbag,M-255,31.0,2.55,91.96,10.35,64.43,0,82.06,151.73,83.33,0
Airbag,M-956,89.51,3.43,79.94,11.61,75.26,2,82.15,317.07,83.49,0
Steering,M-903,31.43,0.16,132.84,49.74,131.97,2,40.04,308.63,85.21,0
Seat Belt,M-980,75.98,2.04,111.93,10.33,143.07,0,45.1,247.74,99.35,0
Occupant Safety,M-610,53.59,1.13,165.5,30.0,193.31,0,36.23,178.15,80.68,0
Steering,M-544,87.82,0.88,225.25,10.17,104.91,1,46.28,260.3,93.1,0
Steering,M-907,25.7,2.71,105.45,34.48,114.83,0,51.99,193.88,87.46,0
Steering,M-250,50.24,0.17,244.25,32.77,82.5,0,24.83,211.15,94.3,0
Steering,M-577,27.44,0.9,205.53,17.79,169.31,0,21.85,318.59,95.12,0
Steering,M-351,93.94,4.04,94.65,26.63,168.33,5,66.27,106.47,80.97,1
Airbag,M-531,73.11,1.49,131.84,9.12,97.42,0,41.37,373.24,92.02,0
Steering,M-635,81.12,0.98,223.82,18.5,60.31,3,42.6,283.84,81.63,0
Occupant Safety,M-814,25.29,2.12,218.81,17.42,96.69,0,46.12,378.67,93.49,0
Steering,M-950,28.12,0.76,171.84,35.2,91.47,0,43.38,92.09,96.37,0
Occupant Safety,M-490,57.1,4.28,178.31,24.19,172.07,4,77.03,175.12,82.4,0
Occupant Safety,M-458,67.15,3.97,107.74,18.4,122.36,3,29.18,378.58,93.77,0
Steering,M-249,85.44,0.46,135.26,18.1,122.7,3,31.12,214.67,93.9,0
Occupant Safety,M-475,62.67,1.07,170.05,6.0,179.9,0,49.29,209.6,90.11,0
Airbag,M-497,54.6,0.13,194.39,8.83,121.94,0,70.23,255.99,97.7,0
Occupant Safety,M-919,89.89,4.11,152.89,10.82,193.43,4,65.96,310.49,85.38,1
Occupant Safety,M-424,51.94,2.81,94.81,27.58,166.38,0,89.77,61.02,90.4,0
Occupant Safety,M-208,45.23,4.84,80.42,31.33,174.39,4,89.41,193.45,97.66,0
Airbag,M-407,37.9,2.0,123.9,9.45,76.99,0,24.47,201.8,83.52,0
Occupant Safety,M-575,97.79,0.84,172.13,28.26,160.83,2,88.56,382.1,88.49,0
Seat Belt,M-326,67.95,3.98,112.09,39.47,173.2,4,81.46,381.27,95.81,0
Occupant Safety,M-528,85.12,4.4,204.85,27.57,165.64,5,26.87,386.89,82.3,1
Occupant Safety,M-354,84.41,4.25,183.47,45.9,92.22,6,77.2,75.06,89.22,2
Steering,M-372,71.52,4.38,228.99,24.19,181.79,2,44.74,275.83,98.13,0
Airbag,M-469,32.71,4.65,210.91,28.53,54.59,4,57.99,287.12,94.78,0
Occupant Safety,M-672,31.4,1.61,73.9,27.37,103.9,0,41.66,373.54,80.68,0
Occupant Safety,M-416,60.4,4.95,93.88,34.52,51.76,3,88.18,380.96,83.19,0
Steering,M-657,95.25,2.59,74.39,25.95,104.25,2,75.18,124.12,99.41,0
Airbag,M-549,64.92,2.87,117.24,6.82,113.37,0,27.78,219.48,96.35,0
Steering,M-223,93.07,2.65,193.95,28.64,61.14,2,59.11,283.85,97.05,0
Seat Belt,M-347,61.76,2.92,120.9,34.65,118.72,0,87.22,255.43,94.03,0
Steering,M-109,62.99,1.2,62.69,32.81,197.27,0,25.98,389.49,81.25,0
Airbag,M-623,48.99,0.69,112.06,20.59,172.07,0,30.05,264.51,96.82,0
Occupant Safety,M-216,63.05,2.23,206.65,17.33,112.98,0,20.88,172.36,90.2,0
Seat Belt,M-810,91.74,3.27,81.72,24.77,140.4,4,30.03,202.72,95.87,0
Occupant Safety,M-652,52.15,2.93,63.82,21.04,138.02,0,45.83,74.5,81.65,0
Airbag,M-818,51.05,2.19,147.38,28.47,183.63,0,86.36,283.75,82.0,0
Seat Belt,M-188,90.85,4.43,110.29,42.6,109.24,6,61.23,266.37,86.61,2
Airbag,M-690,31.98,4.12,196.71,46.86,143.88,3,48.16,265.48,90.79,1
Seat Belt,M-911,27.01,4.46,151.14,28.47,175.07,3,46.75,343.61,81.37,0
Airbag,M-350,70.35,0.89,159.61,26.1,182.58,0,65.94,174.23,92.31,0
Airbag,M-378,37.23,1.35,244.36,6.78,198.36,0,87.86,115.59,91.43,0
Steering,M-957,27.97,2.38,243.62,9.77,184.6,0,54.09,107.64,86.25,0
Occupant Safety,M-669,66.81,0.11,52.3,32.34,101.81,0,86.92,199.24,91.54,0
Occupant Safety,M-661,78.97,3.35,147.74,25.49,121.71,2,79.01,333.55,81.55,0
Airbag,M-571,61.76,4.36,131.03,32.24,56.5,2,48.12,306.47,99.05,0
Seat Belt,M-462,77.74,4.26,176.44,25.44,160.36,4,29.45,307.82,85.05,0
Seat Belt,M-790,32.49,2.19,239.22,27.66,192.64,0,67.08,86.36,92.36,0
Seat Belt,M-563,95.73,1.51,244.69,27.75,150.38,1,33.43,212.93,87.89,0
Seat Belt,M-541,79.63,3.03,112.13,33.23,59.48,1,57.37,117.03,84.16,0
Airbag,M-444,59.23,1.37,243.31,20.35,154.04,0,42.04,181.56,88.63,0
Seat Belt,M-489,70.18,3.94,77.88,12.68,197.94,1,41.5,207.01,80.19,0
Occupant Safety,M-840,91.06,4.51,90.74,16.6,107.22,3,65.87,102.11,83.97,1
Seat Belt,M-853,92.26,3.11,217.95,25.31,56.97,2,86.33,92.68,81.78,0
Occupant Safety,M-185,44.26,0.38,60.13,6.43,94.94,0,57.4,92.07,85.97,0
Airbag,M-559,91.36,3.71,107.5,22.71,154.43,4,43.45,217.93,91.0,0
Occupant Safety,M-786,61.58,0.86,61.18,25.75,63.62,0,38.66,287.68,92.84,0
Airbag,M-564,49.38,2.56,152.12,42.63,142.22,3,67.09,295.88,98.36,0
Seat Belt,M-230,36.39,3.27,67.04,40.91,80.59,4,53.02,353.42,94.31,0
Occupant Safety,M-208,52.52,4.1,178.69,30.68,106.36,3,46.8,263.58,97.08,0
Airbag,M-987,91.25,2.15,201.79,26.12,147.37,3,26.63,323.68,81.9,0
Airbag,M-313,82.3,1.29,52.95,48.88,80.86,3,69.26,213.84,84.57,1
Steering,M-158,28.76,3.99,81.15,47.4,183.72,4,59.03,260.69,82.29,0
Airbag,M-698,83.99,0.27,195.26,36.23,94.95,1,66.69,349.29,90.57,0
Occupant Safety,M-422,72.81,1.31,109.16,36.72,54.7,0,32.94,254.86,87.05,0
Airbag,M-439,40.88,0.37,225.64,33.92,148.99,0,29.08,138.55,95.22,0
Airbag,M-948,78.18,3.31,200.45,33.02,90.84,1,88.64,159.85,86.82,0
Steering,M-612,88.1,1.47,185.57,8.22,188.44,2,67.78,364.27,80.35,0
Steering,M-867,38.64,3.1,150.19,31.52,69.18,1,28.27,245.51,91.06,0
Airbag,M-816,35.44,2.41,61.78,18.33,185.08,0,38.99,81.46,96.59,0
Occupant Safety,M-959,44.79,1.29,64.94,25.95,141.98,0,22.32,86.52,91.54,0
Steering,M-377,59.11,0.34,164.41,49.82,85.05,2,87.35,359.83,92.3,0
Seat Belt,M-408,75.79,0.48,220.18,19.75,95.6,0,51.03,342.57,81.76,0
Occupant Safety,M-806,93.61,0.75,218.29,43.14,134.93,4,78.49,388.48,91.79,1
Steering,M-256,57.6,1.81,108.9,25.19,161.92,0,62.64,360.97,95.74,0
Steering,M-776,57.08,0.28,206.41,48.89,172.95,1,47.95,269.49,86.26,0
Seat Belt,M-427,30.4,1.07,127.12,18.04,154.54,0,37.84,275.51,92.65,0
Steering,M-432,55.89,1.52,59.7,17.4,177.98,0,89.14,346.7,83.04,0
Steering,M-511,37.89,0.46,241.64,31.84,145.55,0,26.58,85.92,82.76,0
Seat Belt,M-345,97.11,3.94,218.05,15.13,171.1,6,49.3,256.7,89.76,1
Occupant Safety,M-991,84.67,0.77,226.11,13.99,86.41,3,37.05,393.89,95.83,0
Airbag,M-144,54.49,0.22,227.4,26.56,79.28,0,87.7,265.97,84.73,0
Occupant Safety,M-168,98.22,3.52,225.46,43.37,88.66,5,50.61,152.91,88.78,1
Airbag,M-194,46.21,0.92,207.6,35.14,129.85,0,82.84,161.45,93.87,0
Seat Belt,M-243,38.07,0.74,94.36,5.95,188.56,0,54.01,214.06,98.42,0
Steering,M-907,55.77,0.18,150.23,44.45,83.78,2,67.57,350.73,97.15,0
Occupant Safety,M-661,60.78,4.71,225.65,30.84,155.58,2,61.48,87.84,91.26,0
Airbag,M-287,62.33,2.71,64.9,17.2,188.46,0,22.5,294.06,82.81,0
Steering,M-449,68.88,3.72,140.56,14.91,135.3,1,81.65,340.8,89.94,0
Seat Belt,M-556,90.02,2.2,91.05,23.3,88.6,1,44.46,128.01,96.27,0
Occupant Safety,M-901,33.39,1.21,147.81,45.62,50.4,2,51.04,391.08,98.87,0
Occupant Safety,M-935,25.28,3.42,199.17,34.88,133.09,2,89.87,51.05,80.41,0
Occupant Safety,M-690,61.51,3.59,240.46,14.2,126.57,3,74.25,168.64,99.6,0
Occupant Safety,M-659,35.27,2.1,139.32,46.31,119.87,2,25.92,383.36,84.24,0
Seat Belt,M-760,46.99,3.06,221.44,6.19,73.05,1,79.93,155.38,92.51,0
Occupant Safety,M-663,89.78,3.8,226.93,22.97,108.46,6,80.74,188.39,92.8,1
Airbag,M-915,61.6,2.45,185.92,18.74,136.25,0,72.84,331.32,86.04,0
Seat Belt,M-865,61.85,1.26,214.53,26.66,154.81,0,65.3,64.67,95.58,0
Occupant Safety,M-370,67.52,3.17,199.48,45.8,140.14,5,80.02,160.76,96.22,0
Airbag,M-162,73.74,2.68,196.68,14.94,106.78,0,26.67,214.41,93.24,0
Occupant Safety,M-365,72.45,4.21,164.42,45.17,144.42,3,45.79,306.45,82.12,1
Steering,M-890,88.65,2.67,115.96,20.18,135.58,1,22.18,158.07,96.78,0
Airbag,M-429,40.07,3.16,179.04,31.28,144.53,2,33.21,285.6,95.49,0
Occupant Safety,M-793,97.14,2.5,249.95,23.08,69.76,3,51.6,160.85,90.16,0
Steering,M-346,45.48,0.29,243.24,22.01,173.43,0,40.89,284.93,80.44,0
Occupant Safety,M-401,36.43,2.53,185.61,32.75,95.59,0,73.16,60.77,97.86,0
Steering,M-244,65.51,0.29,85.69,24.89,188.55,0,48.12,154.88,89.32,0
Steering,M-870,60.25,1.37,86.97,12.52,163.93,0,61.89,169.83,94.25,0
Steering,M-133,33.62,2.24,116.12,7.73,145.35,0,61.73,88.56,98.86,0
Steering,M-321,44.74,3.41,196.64,9.45,51.52,4,23.14,86.26,94.7,0
Seat Belt,M-474,42.41,0.98,192.82,10.51,84.05,0,68.53,104.37,98.71,0
Airbag,M-369,69.96,2.04,180.75,36.59,167.3,0,48.02,286.24,84.04,0
Seat Belt,M-344,53.16,2.55,97.77,25.19,125.45,0,57.67,318.53,99.56,0
Occupant Safety,M-881,94.55,4.4,62.46,13.85,92.8,6,81.03,61.15,83.25,2
Seat Belt,M-495,54.25,2.9,197.61,20.08,75.25,0,38.87,238.56,86.47,0
Steering,M-459,56.49,1.59,185.87,44.46,166.81,2,74.98,198.35,92.07,0
Seat Belt,M-800,84.43,2.14,105.64,22.24,198.43,3,78.89,376.22,84.19,0
Steering,M-570,67.67,2.59,130.87,37.13,107.77,0,43.92,148.7,94.08,0
Occupant Safety,M-829,78.85,1.47,146.61,7.15,65.17,0,61.04,59.21,85.13,0
Airbag,M-619,36.16,4.19,143.66,43.21,83.18,4,47.07,165.42,93.04,1
Seat Belt,M-602,60.75,2.91,207.96,27.99,85.78,0,22.29,108.26,99.88,0
Steering,M-736,39.41,4.02,107.44,30.67,123.11,1,36.36,220.24,88.36,0
Airbag,M-354,50.54,0.2,51.64,7.19,169.52,0,42.91,56.73,80.45,0
Occupant Safety,M-878,50.23,0.42,73.31,14.41,168.62,0,66.46,77.66,84.71,0
Airbag,M-300,35.62,1.63,178.73,31.14,161.48,0,59.89,305.71,92.32,0
Airbag,M-994,80.07,0.73,160.75,45.95,185.43,2,55.01,109.48,91.91,1
Seat Belt,M-737,57.9,3.65,109.72,14.28,80.25,2,86.17,335.13,80.17,0
Seat Belt,M-667,66.43,2.73,201.34,45.86,196.03,2,63.3,307.6,93.99,0
Seat Belt,M-731,56.68,3.73,157.68,19.76,60.73,2,69.12,264.31,92.79,0
Airbag,M-182,31.55,2.93,233.95,6.41,68.69,0,49.91,216.88,84.87,0
Steering,M-321,78.0,2.93,188.11,15.88,65.32,0,63.75,287.56,89.53,0
Steering,M-617,29.26,2.7,213.38,11.4,56.23,0,61.22,134.4,95.75,0
Steering,M-486,37.79,1.22,112.92,38.88,112.97,0,48.12,160.1,87.38,0
Seat Belt,M-869,85.96,1.59,112.02,32.9,60.28,1,69.03,194.44,92.02,0
Occupant Safety,M-396,28.47,1.0,220.28,27.82,128.35,0,70.84,222.54,80.57,0
Airbag,M-275,60.86,4.08,174.63,44.27,50.76,5,51.1,89.0,96.48,1
Airbag,M-511,63.62,0.73,196.77,9.61,187.59,0,63.44,181.66,86.18,0
Steering,M-214,91.45,4.71,50.32,22.97,102.09,7,49.07,84.64,90.87,2
Seat Belt,M-593,55.48,3.7,79.42,44.23,147.17,4,32.5,123.14,95.55,0
Steering,M-444,42.58,2.16,155.84,29.95,199.15,0,58.19,348.04,97.29,0
Occupant Safety,M-187,73.21,2.9,136.98,14.95,189.07,0,34.03,99.94,99.69,0
Seat Belt,M-144,53.29,3.54,224.85,20.03,174.68,3,80.86,226.7,80.53,0
Occupant Safety,M-432,41.91,1.63,55.89,20.6,120.55,0,67.71,174.47,90.05,0
Steering,M-677,53.77,1.05,99.79,20.34,175.27,0,58.63,312.7,98.02,0
Seat Belt,M-240,65.38,1.17,204.99,24.62,68.82,0,87.38,142.52,87.88,0
Occupant Safety,M-307,89.85,2.68,72.61,41.45,96.21,3,46.45,107.01,92.66,1
Seat Belt,M-741,74.04,2.57,152.56,23.15,86.61,0,51.35,181.17,82.46,0
Occupant Safety,M-173,55.0,3.49,101.71,19.46,106.18,2,62.52,325.97,98.19,0
Steering,M-556,82.53,1.74,216.81,15.22,105.56,1,64.62,216.4,86.5,0
Airbag,M-500,82.37,3.46,95.22,21.47,110.25,6,60.8,381.78,89.42,1
Occupant Safety,M-223,90.24,0.4,241.79,35.65,148.74,3,32.54,100.43,92.37,0
Seat Belt,M-585,61.39,2.04,100.22,20.81,53.34,0,42.9,146.67,98.43,0
Seat Belt,M-463,28.82,1.0,192.86,28.66,64.81,0,78.76,270.37,99.23,0
Occupant Safety,M-715,56.71,2.64,58.37,45.58,70.42,2,69.44,188.81,97.46,0
Seat Belt,M-805,64.52,3.3,249.93,10.2,181.84,3,80.18,275.26,80.72,0
Airbag,M-818,86.79,2.32,108.74,11.42,132.75,2,48.84,313.7,93.84,0
Airbag,M-414,90.56,0.33,59.16,34.5,79.88,1,66.11,70.35,90.6,0
Steering,M-113,52.5,2.81,100.76,49.59,81.52,3,44.6,51.79,80.71,0
Airbag,M-194,51.76,0.29,90.56,11.54,163.92,0,41.65,212.99,81.48,0
Occupant Safety,M-686,91.72,0.42,114.34,45.08,149.76,5,66.23,160.71,83.99,1
Seat Belt,M-678,53.75,2.65,113.6,43.45,115.83,2,25.83,190.17,93.52,0
Seat Belt,M-679,37.85,1.95,219.03,37.64,81.52,0,43.59,333.96,98.53,0
Occupant Safety,M-708,70.44,3.92,135.65,27.75,197.76,2,29.31,236.33,96.01,0
Occupant Safety,M-836,44.81,2.14,106.21,48.6,174.94,2,43.96,125.43,94.92,0
Airbag,M-593,32.03,3.76,71.93,19.82,57.88,4,47.21,54.11,90.07,0
Steering,M-145,74.01,2.54,130.71,25.55,165.05,0,83.75,231.85,82.38,0
Occupant Safety,M-571,83.33,3.62,99.86,10.16,62.87,5,71.4,142.83,92.69,0
Steering,M-507,97.49,3.31,101.89,5.11,140.59,5,24.55,108.26,94.06,0
Steering,M-703,67.29,0.78,236.98,28.36,74.48,0,43.09,243.67,89.79,0
Airbag,M-437,51.73,4.46,162.69,27.73,166.14,1,83.71,366.54,98.93,0
Seat Belt,M-221,45.2,4.71,229.81,18.18,175.71,4,63.58,388.21,83.87,0
Steering,M-811,26.88,0.75,147.22,48.51,150.04,3,34.02,196.04,82.77,0
Seat Belt,M-478,93.53,4.41,193.76,10.99,76.45,5,67.94,121.38,98.23,1
Steering,M-748,98.57,3.75,80.39,25.98,175.0,5,59.87,285.45,97.6,0
Steering,M-964,98.62,0.11,119.79,24.61,88.85,3,30.3,211.84,98.11,0
Seat Belt,M-941,87.75,3.37,58.53,22.95,142.02,6,75.9,148.86,81.16,1
Occupant Safety,M-642,42.01,0.26,175.28,18.07,163.74,0,48.41,222.37,85.54,0
Steering,M-254,71.49,2.91,228.4,43.78,151.29,2,78.49,377.33,86.84,0
Airbag,M-616,54.63,4.12,168.09,24.29,119.59,2,73.8,92.14,84.08,0
Seat Belt,M-400,50.5,4.93,229.38,46.47,96.04,5,80.22,187.11,97.7,1
Airbag,M-661,80.85,2.63,188.01,13.82,60.16,2,55.49,158.12,88.78,0
Seat Belt,M-813,89.66,2.28,155.02,22.1,168.86,1,43.69,363.08,98.24,0
Steering,M-642,82.35,0.87,238.49,22.76,137.23,3,57.16,119.17,85.31,0
Seat Belt,M-483,55.37,0.31,227.5,15.6,116.04,0,25.23,50.74,84.4,0
Occupant Safety,M-700,87.87,3.15,238.2,49.83,66.05,4,47.35,302.5,91.3,1
Airbag,M-375,42.57,4.4,81.57,48.8,85.45,6,55.01,347.74,91.8,2
Steering,M-605,97.79,2.2,82.63,29.29,115.8,2,84.42,233.57,99.66,0
Occupant Safety,M-603,61.94,1.89,196.91,21.7,75.16,0,54.6,314.32,97.63,0
Airbag,M-348,47.37,3.93,137.03,47.7,157.39,4,79.88,157.34,95.41,0
Occupant Safety,M-936,88.3,0.7,96.08,48.25,125.37,6,70.2,264.0,83.24,2
Seat Belt,M-834,51.66,4.23,199.56,31.18,136.15,4,36.97,114.53,94.96,0
Seat Belt,M-400,71.58,4.34,155.1,44.99,67.18,5,89.56,325.94,81.73,1
Steering,M-249,55.63,3.2,213.95,28.01,184.19,4,77.09,373.42,83.55,0
Airbag,M-134,84.14,0.97,138.51,28.5,66.27,1,36.24,150.36,82.5,0
Airbag,M-568,57.51,3.96,247.45,6.95,138.59,4,61.73,153.54,91.98,0
Seat Belt,M-583,31.12,2.37,231.69,47.32,67.38,1,31.86,137.73,85.06,0
Occupant Safety,M-324,35.15,0.8,210.9,8.82,112.75,0,67.83,325.97,88.73,0
Occupant Safety,M-431,28.33,4.73,79.81,24.64,79.94,4,89.55,230.76,85.87,0
Steering,M-966,77.79,2.76,159.1,38.28,52.4,0,34.29,399.07,81.62,0
Seat Belt,M-551,39.39,4.66,243.85,37.25,52.48,3,32.9,334.05,89.47,0
Airbag,M-857,68.78,3.39,241.06,44.8,144.66,2,37.4,291.91,90.86,0
Steering,M-628,51.59,2.29,207.69,40.16,191.55,1,65.63,343.82,85.52,0
Steering,M-740,40.0,3.46,214.36,20.22,191.01,1,50.97,154.4,85.38,0
Airbag,M-854,76.34,1.2,136.55,47.8,128.28,2,34.62,137.83,87.95,0
Occupant Safety,M-232,44.45,0.83,50.31,35.84,173.12,0,45.37,124.15,82.72,0
Occupant Safety,M-605,32.61,1.25,162.46,30.96,108.37,0,81.14,298.42,83.56,0
Occupant Safety,M-756,27.56,1.21,207.0,9.45,106.24,0,79.76,319.08,84.62,0
Seat Belt,M-167,63.49,3.25,240.5,6.31,191.87,1,54.05,341.13,86.57,0
Seat Belt,M-580,94.3,3.86,135.26,12.55,121.34,5,76.72,245.86,93.6,0
Steering,M-262,77.73,1.93,177.89,46.4,144.67,2,86.21,314.27,86.56,0
Steering,M-842,81.08,1.71,148.79,11.6,64.79,1,69.67,281.23,84.98,0
Airbag,M-722,61.52,4.01,185.72,37.29,185.82,2,46.44,382.7,82.48,0
Steering,M-912,72.42,0.42,121.5,16.9,185.58,0,30.86,363.71,90.12,0
Seat Belt,M-319,92.03,0.56,170.97,49.99,52.87,5,23.07,158.56,80.89,1
Airbag,M-639,71.06,3.43,171.26,44.43,83.39,5,84.17,278.68,96.32,0
Steering,M-767,25.22,3.58,232.44,30.13,131.75,1,51.05,70.39,82.45,0
Occupant Safety,M-724,65.04,4.63,158.86,14.2,65.31,2,86.6,276.35,95.43,0
Airbag,M-396,84.02,3.48,167.17,17.89,160.3,4,49.68,125.67,92.46,0
Steering,M-591,31.15,4.29,185.07,45.71,190.11,6,24.86,374.46,87.84,2
Seat Belt,M-588,63.09,3.18,77.51,48.26,92.99,5,88.43,112.1,83.41,0
Seat Belt,M-165,66.19,2.11,60.48,43.44,98.21,3,56.93,122.03,87.69,0
Steering,M-742,99.44,3.69,163.29,18.93,187.16,5,51.91,227.33,94.69,0
Occupant Safety,M-886,53.73,3.72,119.28,43.5,75.45,5,53.28,397.34,81.8,0
Seat Belt,M-555,46.93,4.99,136.21,24.54,171.19,2,86.36,86.72,94.57,0
Seat Belt,M-662,27.33,0.76,94.13,10.2,103.57,0,41.5,67.62,97.79,0
Occupant Safety,M-134,80.73,3.4,97.44,11.4,77.93,5,57.35,353.42,80.77,0
Seat Belt,M-453,35.76,0.87,84.75,31.67,169.79,0,75.34,358.79,83.65,0
Seat Belt,M-158,65.64,2.55,68.32,46.85,151.12,2,27.26,138.73,82.48,0
Airbag,M-128,98.18,0.48,173.02,38.13,103.86,1,68.58,136.67,88.08,0
Seat Belt,M-601,91.73,1.87,88.89,39.98,86.41,3,88.65,307.63,95.21,0
Airbag,M-522,85.1,2.71,165.88,39.16,189.73,3,43.86,139.21,84.93,0
