component_type,machine_id,temperature,vibration,pressure,motor_current,production_speed,defect_count,humidity,torque,sensor_accuracy,risk_level
Occupant Safety,OS-115,37.09,2.54,126.15,32.17,133.85,3,59.14,189.77,85.91,1
Seat Belt,SB-111,34.7,2.4,110.19,20.65,166.27,0,48.88,84.35,99.31,0
Occupant Safety,OS-101,69.62,1.9,111.55,26.99,65.67,1,41.3,215.25,93.47,0
Occupant Safety,OS-120,64.8,2.05,136.66,30.28,93.4,0,57.88,173.31,90.31,0
Occupant Safety,OS-118,51.91,2.37,158.41,15.93,91.41,0,71.27,124.63,96.74,0
Occupant Safety,OS-103,49.92,1.75,103.6,15.68,106.57,0,79.23,217.23,92.85,0
Occupant Safety,OS-109,37.92,1.51,144.47,27.75,60.81,2,78.08,187.12,96.44,0
Steering,ST-108,79.11,3.75,179.67,22.75,76.23,5,57.85,316.64,92.77,0
Steering,ST-101,69.63,1.74,126.41,34.2,66.57,0,32.54,360.5,95.41,0
Airbag,AB-101,42.12,2.31,246.01,15.26,103.17,0,31.74,212.25,99.11,0
Steering,ST-108,67.51,3.23,116.58,30.51,98.29,4,51.22,301.61,90.12,0
Airbag,AB-110,65.29,2.3,221.64,21.85,67.24,0,36.18,192.1,93.1,0
Steering,ST-117,78.84,1.21,176.72,20.58,54.69,3,75.53,286.18,94.02,0
Occupant Safety,OS-121,47.29,2.18,144.75,33.15,125.75,0,45.52,136.2,94.77,0
Occupant Safety,OS-112,63.81,1.13,152.59,16.68,83.48,0,57.29,164.95,98.08,0
Seat Belt,SB-124,30.37,0.92,95.35,15.38,172.52,0,52.44,92.17,98.76,0
Seat Belt,SB-101,40.67,1.02,83.44,22.19,109.74,0,48.0,125.01,96.9,0
Airbag,AB-115,74.73,1.15,193.34,20.41,133.14,0,52.52,145.47,92.15,0
Occupant Safety,OS-118,41.82,1.06,139.57,33.21,87.89,1,57.67,181.03,88.15,0
Seat Belt,SB-110,51.23,2.32,117.88,12.61,128.25,0,34.21,92.16,98.59,0
Airbag,AB-111,74.91,2.07,247.13,22.75,119.75,0,58.9,138.79,93.57,0
Airbag,AB-104,72.0,1.79,185.08,26.87,74.34,0,73.05,154.0,97.89,0
Seat Belt,SB-104,52.97,1.44,84.35,11.55,97.63,0,63.64,95.57,97.36,0
Steering,ST-113,59.77,2.63,101.03,26.91,119.17,0,68.47,380.05,96.22,0
Airbag,AB-106,50.13,1.12,218.47,21.14,137.06,0,51.26,192.7,97.23,0
Steering,ST-122,59.77,3.03,159.82,21.5,87.53,4,51.99,350.28,99.9,0
Occupant Safety,OS-117,40.42,1.07,111.56,25.63,78.65,3,77.75,156.43,88.45,0
Seat Belt,SB-111,49.75,2.01,101.29,19.18,144.53,0,54.03,96.61,93.58,0
Steering,ST-112,65.42,1.46,152.65,22.97,53.12,0,76.62,299.04,88.34,0
Steering,ST-105,61.12,2.61,157.77,21.53,83.39,0,32.84,251.7,98.58,0
Steering,ST-117,67.3,1.32,167.67,21.14,90.21,0,55.29,332.4,95.44,0
Steering,ST-107,73.05,1.29,100.79,26.06,112.13,0,68.65,309.66,90.5,0
Seat Belt,SB-103,41.25,1.19,98.96,15.29,89.31,0,63.32,145.14,97.81,0
Steering,ST-117,75.49,2.0,126.15,27.54,66.64,3,65.64,288.07,92.99,0
Airbag,AB-119,66.47,2.04,281.66,24.32,81.46,0,44.91,180.28,96.51,0
Airbag,AB-114,61.49,2.05,283.22,20.86,125.12,0,55.01,137.06,98.89,0
Seat Belt,SB-106,59.47,2.42,83.87,18.73,127.34,0,32.34,135.1,96.34,1
Airbag,AB-101,49.77,2.61,185.16,24.34,102.44,0,69.96,147.02,94.32,0
Airbag,AB-105,68.07,1.51,276.67,16.82,101.56,0,54.91,124.26,96.24,0
Airbag,AB-112,52.0,1.79,264.64,18.81,113.01,0,58.03,182.91,97.69,0
Occupant Safety,OS-124,67.52,2.81,156.17,18.17,114.7,2,64.98,207.98,97.11,0
Steering,ST-108,68.31,2.12,160.58,26.92,115.6,0,34.17,329.59,98.62,0
Airbag,AB-107,62.85,1.39,186.21,26.69,131.03,0,62.62,192.27,94.04,0
Airbag,AB-109,69.69,1.74,240.64,21.88,74.41,0,67.21,154.19,99.67,0
Airbag,AB-124,68.14,2.48,288.94,17.82,133.33,0,73.22,157.54,91.03,0
Airbag,AB-125,46.72,1.87,206.06,25.41,66.74,0,69.53,177.29,98.5,0
Steering,ST-118,70.39,1.82,169.42,24.5,63.24,0,67.05,345.09,92.51,0
Occupant Safety,OS-104,66.66,2.78,92.51,24.43,135.93,2,31.15,161.01,94.48,0
Seat Belt,SB-103,38.52,0.98,103.46,19.8,143.83,0,36.08,130.63,93.26,0
Steering,ST-104,82.75,2.48,172.06,44.37,58.39,4,32.91,251.88,94.61,0
Airbag,AB-105,72.23,2.75,226.92,19.97,115.28,0,72.52,203.54,96.39,0
Steering,ST-104,69.99,2.09,151.15,38.54,112.79,0,55.98,299.5,95.16,0
Occupant Safety,OS-113,37.98,2.52,115.48,16.73,69.59,3,67.78,196.4,88.78,0
Steering,ST-107,67.99,2.05,130.57,37.92,113.95,0,32.97,317.37,97.27,0
Seat Belt,SB-105,31.91,0.9,99.58,15.22,122.19,0,50.24,99.37,98.71,0
Steering,ST-102,73.65,1.89,162.99,29.86,90.0,0,32.86,262.38,94.79,0
Occupant Safety,OS-125,68.65,1.78,142.0,33.41,65.71,2,59.23,160.43,94.67,0
Seat Belt,SB-109,51.76,1.48,81.99,13.95,109.89,0,45.99,136.63,97.95,0
Steering,ST-101,71.04,2.4,100.85,27.58,50.83,0,72.51,385.47,96.38,0
Occupant Safety,OS-114,52.59,2.27,108.74,28.23,87.72,0,51.24,137.31,87.97,1
Steering,ST-112,54.33,3.45,166.33,44.93,53.27,4,78.12,266.58,90.02,0
Airbag,AB-118,72.36,2.18,261.12,16.9,133.35,0,49.54,202.54,97.21,1
Occupant Safety,OS-125,48.29,2.99,140.23,27.29,67.15,0,49.11,141.44,97.07,0
Seat Belt,SB-125,35.93,2.34,88.67,18.58,107.78,0,62.34,129.54,94.76,0
Airbag,AB-112,56.24,1.28,247.25,17.29,115.97,0,43.58,218.8,92.67,0
Airbag,AB-109,49.99,2.53,202.34,19.52,83.74,0,40.72,202.1,97.26,0
Seat Belt,SB-110,59.08,0.66,90.45,20.95,173.6,0,38.76,136.45,97.33,0
Seat Belt,SB-113,49.33,1.18,119.55,18.14,165.14,0,53.03,149.4,94.4,0
Occupant Safety,OS-123,59.81,1.11,142.09,31.88,85.47,2,49.58,138.55,97.98,0
Occupant Safety,OS-119,51.25,1.23,125.72,30.24,68.89,2,44.12,149.49,91.24,0
Occupant Safety,OS-118,57.56,3.15,96.94,17.32,96.6,4,75.03,167.28,85.44,1
Occupant Safety,OS-125,41.69,1.79,90.62,20.88,67.88,2,66.26,205.43,97.75,0
Occupant Safety,OS-107,61.35,3.46,120.71,33.88,93.04,5,47.02,236.34,86.5,2
Seat Belt,SB-111,43.04,0.74,107.73,24.08,128.21,0,32.65,130.07,92.05,0
Occupant Safety,OS-124,41.21,2.7,148.0,30.26,60.77,2,64.69,240.97,99.8,0
Seat Belt,SB-108,33.62,0.76,105.46,24.44,107.28,0,59.67,113.89,95.81,0
Airbag,AB-117,59.93,2.0,288.82,24.16,101.61,0,68.38,203.39,97.23,0
Occupant Safety,OS-118,36.69,3.33,97.82,20.51,118.61,3,30.62,120.4,88.05,0
Occupant Safety,OS-109,42.23,3.47,144.17,22.86,130.83,5,43.09,161.68,90.95,1
Occupant Safety,OS-119,45.91,1.95,94.33,29.23,95.55,1,79.75,129.97,90.36,0
Steering,ST-110,78.19,3.74,177.45,37.2,69.8,3,76.14,360.78,98.34,0
Occupant Safety,OS-107,35.98,2.58,123.7,22.75,132.65,1,79.35,227.73,87.01,1
Steering,ST-108,58.57,1.06,166.41,39.8,50.79,0,31.88,384.45,90.76,0
Airbag,AB-112,49.84,1.36,243.89,23.16,92.54,0,55.23,175.29,93.67,0
Seat Belt,SB-115,31.16,1.21,85.09,15.05,155.86,0,65.33,148.21,96.73,0
Seat Belt,SB-113,52.79,2.04,90.5,20.12,113.0,0,49.49,107.28,97.48,0
Steering,ST-125,65.15,3.06,150.67,27.33,114.77,2,65.68,299.62,97.28,0
Airbag,AB-122,58.94,2.03,183.36,19.74,145.24,0,56.85,219.36,92.9,0
Airbag,AB-107,74.29,2.28,208.83,28.3,99.69,0,70.61,169.17,97.01,0
Occupant Safety,OS-106,60.46,2.49,115.98,33.49,83.08,0,63.45,165.27,99.41,0
Steering,ST-107,48.73,3.14,131.91,24.84,106.96,1,46.46,295.85,90.2,0
Steering,ST-116,83.56,2.84,120.82,23.88,118.43,3,43.64,266.87,98.65,0
Steering,ST-113,71.16,2.63,144.89,27.76,94.94,0,41.11,379.8,89.3,1
Occupant Safety,OS-106,48.12,1.72,140.1,15.51,105.79,3,37.04,121.94,99.37,0
Occupant Safety,OS-101,43.35,3.09,155.88,30.91,132.87,2,34.63,190.92,94.46,0
Steering,ST-117,82.78,2.0,142.08,33.89,83.25,2,32.67,274.55,93.25,0
Seat Belt,SB-110,44.03,0.89,91.34,17.63,156.35,0,36.3,100.16,93.14,0
Steering,ST-114,64.2,3.66,161.87,33.46,102.5,1,49.27,339.28,90.68,0
Airbag,AB-104,73.1,1.54,237.25,29.57,68.36,0,64.54,199.37,99.17,0
Seat Belt,SB-105,51.38,1.52,106.15,21.28,135.04,0,61.29,145.32,98.8,0
Airbag,AB-124,65.62,1.88,219.16,26.0,93.35,0,64.36,143.45,98.56,0
Airbag,AB-106,54.45,2.7,181.69,29.2,73.39,0,56.44,209.6,95.4,0
Airbag,AB-110,45.29,2.78,259.95,23.25,127.68,0,57.08,189.14,97.46,0
Occupant Safety,OS-121,36.79,3.3,95.81,29.26,130.67,1,38.02,165.63,97.57,0
Airbag,AB-101,42.14,2.2,184.73,23.55,135.33,0,37.67,178.73,95.92,0
Airbag,AB-102,72.0,2.39,210.47,18.17,65.17,0,52.55,190.33,99.44,0
Steering,ST-123,82.34,2.45,122.55,20.75,60.59,3,77.18,304.82,92.34,0
Steering,ST-110,68.92,1.19,163.58,34.22,68.39,0,50.58,291.69,90.34,0
Airbag,AB-107,59.03,1.62,195.08,23.13,67.56,0,51.09,155.36,92.51,0
Airbag,AB-118,44.09,1.76,210.41,23.65,71.32,0,53.82,201.01,91.18,0
Steering,ST-111,83.22,3.26,112.91,20.27,79.86,7,40.53,252.59,95.74,0
Occupant Safety,OS-103,40.76,2.43,106.0,23.77,101.63,0,69.71,148.69,95.67,0
Steering,ST-113,45.37,2.2,162.46,25.99,106.13,0,52.0,386.65,91.12,0
Airbag,AB-109,57.05,2.75,254.36,26.76,124.38,0,58.54,173.99,96.19,0
Airbag,AB-119,73.87,2.42,286.46,27.6,126.29,0,67.21,205.98,93.96,1
Occupant Safety,OS-110,47.32,2.45,144.63,30.74,68.99,0,47.98,155.75,92.16,0
Seat Belt,SB-108,30.96,2.4,106.92,11.98,87.86,0,57.6,139.33,95.52,0
Seat Belt,SB-116,53.56,1.78,119.59,15.49,166.75,0,42.81,101.86,99.82,0
Airbag,AB-119,66.64,2.79,295.11,18.03,60.7,0,65.26,214.54,97.58,0
Seat Belt,SB-113,36.7,2.47,106.08,24.46,100.36,0,63.65,114.35,93.92,0
Steering,ST-102,50.36,2.07,126.59,27.88,93.16,0,69.5,342.89,96.49,0
Steering,ST-122,58.72,2.57,172.04,41.67,81.42,3,72.45,302.98,90.84,0
Seat Belt,SB-118,46.54,0.97,98.24,19.0,113.46,0,30.79,92.66,96.67,0
Steering,ST-111,59.04,1.08,160.72,33.79,54.19,0,63.01,352.62,91.52,0
Seat Belt,SB-117,58.69,1.22,96.93,18.12,163.67,0,36.17,140.5,99.44,0
Airbag,AB-125,46.18,1.48,183.82,19.5,119.4,0,41.36,152.44,91.5,0
Occupant Safety,OS-104,43.93,1.79,124.34,15.06,82.62,2,46.78,167.42,98.19,0
Occupant Safety,OS-111,49.22,2.67,123.2,19.82,137.83,0,65.36,190.46,96.53,0
Steering,ST-114,45.95,3.01,105.01,41.0,63.75,6,64.07,272.04,89.82,1
Airbag,AB-122,58.5,1.37,271.77,25.51,80.26,0,65.65,185.77,97.59,0
Seat Belt,SB-107,45.08,2.1,115.42,21.2,159.05,0,37.93,121.43,93.26,0
Steering,ST-108,53.44,2.0,175.04,38.55,70.05,0,61.43,344.85,95.98,0
Seat Belt,SB-104,40.28,0.94,116.91,14.07,172.74,0,38.58,116.35,94.19,0
Seat Belt,SB-115,30.31,1.36,102.48,15.89,159.85,0,37.58,145.16,97.69,0
Occupant Safety,OS-108,48.09,2.93,140.55,25.58,81.04,0,72.0,127.49,97.23,0
Steering,ST-108,68.16,2.55,120.62,38.01,85.78,0,59.72,341.03,94.85,0
Seat Belt,SB-109,50.21,2.44,92.54,20.97,137.01,0,34.98,84.5,97.96,0
Airbag,AB-106,40.66,2.2,183.21,19.12,140.36,0,31.66,193.7,96.09,0
Airbag,AB-111,41.78,1.72,194.17,22.65,142.83,0,61.99,134.56,93.18,0
Steering,ST-112,49.42,1.22,167.15,38.79,74.32,0,56.74,295.36,91.56,0
Steering,ST-102,61.6,2.44,147.67,27.31,72.69,0,73.33,352.44,90.49,0
Seat Belt,SB-109,55.93,1.75,108.03,12.23,168.4,0,55.41,83.94,93.66,0
Seat Belt,SB-102,51.95,2.13,90.84,11.43,102.43,0,35.19,116.52,99.51,0
Seat Belt,SB-101,46.6,1.65,107.21,11.23,159.76,0,65.86,94.38,94.02,0
Airbag,AB-115,47.28,2.67,251.09,27.59,61.94,0,74.52,155.19,92.08,0
Steering,ST-106,70.31,2.59,167.87,26.45,62.38,0,35.02,396.06,88.42,1
Occupant Safety,OS-103,68.38,2.22,119.67,21.54,118.65,2,64.34,131.0,90.33,0
Occupant Safety,OS-105,37.77,3.3,93.64,24.74,80.17,7,37.85,138.68,92.42,1
Airbag,AB-113,48.09,2.22,240.04,21.9,115.58,0,39.17,131.64,91.82,0
Occupant Safety,OS-115,67.53,2.27,129.98,18.35,86.57,2,69.39,241.91,93.22,0
Seat Belt,SB-118,59.16,1.75,98.66,23.52,129.58,0,58.54,103.99,93.96,0
Steering,ST-109,60.44,3.09,145.07,27.06,81.55,1,57.4,368.21,97.84,0
Occupant Safety,OS-124,56.07,2.91,95.0,29.91,125.77,3,56.94,122.59,89.4,0
Occupant Safety,OS-124,37.34,3.46,150.29,15.97,137.62,2,38.15,204.11,86.93,1
Airbag,AB-103,53.71,2.38,226.84,19.93,80.76,0,57.91,121.7,97.05,0
Occupant Safety,OS-121,43.17,2.41,144.28,32.45,63.21,0,42.72,122.95,90.1,0
Steering,ST-118,84.45,1.51,168.43,38.19,102.06,1,44.77,307.65,96.17,0
Airbag,AB-107,63.47,2.3,258.04,20.16,141.17,0,47.34,191.1,93.48,0
Seat Belt,SB-112,41.34,0.64,86.73,14.78,126.99,0,52.72,89.07,98.1,0
Steering,ST-108,53.49,3.92,116.72,37.19,60.97,2,37.26,390.16,88.8,1
Airbag,AB-123,61.83,1.33,219.09,25.9,102.47,0,49.42,201.25,93.11,0
Seat Belt,SB-103,36.44,1.96,99.14,12.33,131.78,0,31.74,132.87,92.54,0
Airbag,AB-105,73.3,1.74,193.65,23.61,76.02,0,48.78,185.44,98.8,0
Seat Belt,SB-124,55.01,2.33,115.8,17.57,80.49,0,47.82,102.82,92.16,1
Seat Belt,SB-120,47.29,1.98,117.87,23.66,173.9,0,54.94,101.23,94.89,0
Seat Belt,SB-105,50.98,1.31,109.63,19.65,97.74,0,40.88,93.32,98.15,0
Occupant Safety,OS-103,52.76,1.59,119.07,29.39,93.91,1,51.5,213.49,89.31,0
Seat Belt,SB-115,38.38,1.72,101.85,17.4,104.69,0,44.25,144.04,96.8,0
Steering,ST-102,51.9,3.7,111.66,41.23,93.71,5,37.15,327.65,88.45,1
Airbag,AB-108,68.09,2.05,279.19,17.42,88.81,0,55.65,132.15,93.57,0
Occupant Safety,OS-103,59.67,2.4,113.79,17.57,73.23,0,66.13,212.98,92.19,0
Occupant Safety,OS-123,62.97,1.27,99.18,21.72,118.8,1,50.86,226.43,85.38,1
Airbag,AB-109,58.25,1.92,189.51,20.47,83.81,0,67.51,120.12,99.13,0
Steering,ST-121,54.2,1.27,175.57,22.48,106.7,0,32.99,393.83,97.68,0
Seat Belt,SB-125,49.98,1.09,113.05,22.17,138.01,0,36.44,93.57,98.88,0
Seat Belt,SB-110,49.82,1.52,107.46,16.61,119.04,0,64.74,134.69,97.03,0
Seat Belt,SB-102,42.61,1.69,81.77,16.13,167.02,0,63.4,120.61,92.17,0
Seat Belt,SB-112,48.52,0.64,115.44,21.99,131.22,0,60.74,80.42,98.62,0
Seat Belt,SB-112,57.63,0.7,95.51,23.82,88.84,0,45.43,109.57,93.4,0
Steering,ST-109,52.46,3.94,107.85,33.0,83.62,3,39.26,337.29,96.91,0
Airbag,AB-119,56.0,1.6,268.9,24.49,107.89,0,57.79,160.22,91.18,0
Occupant Safety,OS-124,56.63,2.89,104.92,32.36,122.66,0,45.07,172.02,87.66,1
Airbag,AB-124,74.29,1.53,262.03,26.77,76.63,0,55.7,207.82,96.14,1
Airbag,AB-118,46.43,2.1,247.95,17.75,142.07,0,31.56,164.63,95.5,0
Airbag,AB-110,63.34,1.72,284.93,20.57,134.28,0,31.38,172.43,98.59,0
Airbag,AB-111,54.74,1.83,229.83,19.28,107.16,0,47.29,164.44,94.49,0
Occupant Safety,OS-109,65.62,2.35,144.04,23.81,114.27,0,36.57,199.16,99.16,0
Airbag,AB-122,66.69,1.32,297.57,18.1,66.56,0,69.56,200.32,97.64,0
Seat Belt,SB-123,58.55,1.28,108.87,12.49,80.73,0,43.24,118.31,94.46,0
Seat Belt,SB-109,44.45,1.67,94.92,16.57,130.5,0,45.17,83.86,93.87,0
Steering,ST-117,57.21,1.43,127.38,21.68,50.13,0,62.74,268.2,88.65,0
Steering,ST-110,72.3,2.39,173.5,36.02,101.59,0,79.08,330.64,89.11,0
Airbag,AB-111,63.1,1.16,250.53,19.14,69.07,0,44.34,209.1,94.89,0
Occupant Safety,OS-124,41.22,1.09,99.91,23.79,75.09,0,33.59,240.97,92.53,0
Steering,ST-119,60.39,1.75,141.74,25.8,113.15,0,52.29,349.04,96.01,0
Steering,ST-110,62.03,1.13,124.21,30.28,109.61,0,59.92,319.58,93.73,0
Seat Belt,SB-114,55.28,1.5,113.25,20.61,169.98,0,38.33,126.68,96.08,0
Occupant Safety,OS-109,57.83,3.07,99.14,31.57,123.16,5,30.88,175.55,86.17,2
Airbag,AB-101,53.71,2.92,264.95,19.82,116.12,0,72.94,215.9,98.62,0
Occupant Safety,OS-105,36.37,2.77,141.41,23.96,119.55,2,72.85,165.87,86.15,1
Occupant Safety,OS-115,53.49,2.73,92.32,22.3,116.74,3,57.27,201.96,99.96,0
Occupant Safety,OS-124,49.01,1.67,99.18,23.37,91.84,3,38.9,199.4,86.53,1
Airbag,AB-111,55.14,2.16,234.88,28.2,93.88,0,54.76,193.65,98.25,0
Steering,ST-109,51.6,1.95,138.21,32.6,84.28,0,41.22,331.5,94.34,0
Seat Belt,SB-110,31.2,0.99,88.11,16.82,115.8,0,51.29,124.2,99.26,0
Occupant Safety,OS-101,51.12,3.36,99.2,30.41,127.16,1,34.94,156.47,91.52,0
Steering,ST-101,46.79,2.1,112.77,27.4,100.92,0,41.18,339.57,88.99,0
Seat Belt,SB-120,58.02,0.79,94.39,15.61,178.55,0,65.59,103.47,92.04,0
Occupant Safety,OS-114,36.79,2.55,153.28,24.43,126.98,3,78.68,127.34,94.12,0
Occupant Safety,OS-112,36.68,1.29,90.55,17.66,104.57,2,46.03,150.0,94.28,0
Steering,ST-125,52.09,3.96,156.45,43.41,99.32,4,37.87,278.56,89.69,1
Occupant Safety,OS-112,58.16,2.38,146.65,31.51,111.62,1,73.56,127.68,96.04,0
Occupant Safety,OS-121,62.37,3.11,98.01,30.09,118.01,7,74.72,130.18,96.14,1
Seat Belt,SB-107,48.11,1.78,115.38,22.78,128.17,0,45.11,106.63,94.46,0
Airbag,AB-107,59.13,1.24,262.33,22.22,110.28,0,70.56,203.72,91.68,0
Airbag,AB-116,63.92,1.19,182.89,25.43,84.36,0,47.86,149.45,94.27,0
Airbag,AB-118,67.6,2.22,247.53,18.79,98.46,0,54.47,156.25,95.41,0
Airbag,AB-121,49.25,1.03,224.82,18.03,71.46,0,60.73,150.41,92.8,0
Airbag,AB-102,41.39,1.47,226.09,17.54,141.61,0,58.24,203.62,94.86,0
Steering,ST-108,65.76,2.5,129.82,39.42,65.77,0,50.75,257.68,97.83,0
Airbag,AB-109,45.1,2.04,195.19,24.94,94.7,0,71.06,181.66,94.47,0
Steering,ST-104,56.46,3.43,178.29,29.79,57.77,4,44.19,351.93,98.73,0
Steering,ST-122,72.43,1.53,112.29,21.88,66.68,0,78.88,320.2,89.84,0
Seat Belt,SB-108,41.94,0.92,89.93,24.49,115.57,0,56.33,106.31,97.57,0
Airbag,AB-122,74.09,2.97,223.77,24.03,126.72,0,40.19,144.6,99.08,0
Airbag,AB-111,59.92,1.34,241.0,18.7,126.16,0,55.07,206.35,97.71,0
Occupant Safety,OS-110,62.26,3.17,122.34,24.91,112.35,3,34.64,133.3,90.97,0
Occupant Safety,OS-102,36.96,1.72,119.65,21.06,130.59,0,75.46,141.18,88.23,0
Occupant Safety,OS-120,45.2,2.05,142.2,22.1,129.25,2,46.03,217.69,95.53,0
Airbag,AB-117,71.79,1.72,299.77,17.7,86.51,0,50.89,121.6,92.99,1
Airbag,AB-105,50.52,1.36,191.41,24.03,65.59,0,72.1,153.81,90.72,0
Occupant Safety,OS-116,51.47,2.1,101.45,21.54,66.64,1,53.81,124.1,88.68,0
Occupant Safety,OS-108,42.28,2.18,103.81,24.56,100.87,3,45.42,160.26,89.85,0
Steering,ST-114,70.96,3.45,163.12,25.58,90.67,4,59.73,347.63,95.64,0
Seat Belt,SB-113,32.77,1.67,98.77,18.01,108.96,0,65.48,141.25,96.46,0
Seat Belt,SB-122,44.24,1.68,88.46,23.33,135.57,0,32.32,96.67,98.84,0
Occupant Safety,OS-111,41.82,1.21,125.95,32.87,136.55,0,75.66,136.06,93.09,0
Occupant Safety,OS-112,49.46,1.1,157.24,25.07,69.21,2,63.53,249.82,85.06,1
Steering,ST-104,54.43,3.36,130.8,21.35,85.22,4,61.33,362.1,96.31,0
Seat Belt,SB-106,58.49,2.37,116.95,17.36,83.82,0,48.4,142.11,96.71,1
Occupant Safety,OS-110,55.28,1.91,146.75,24.23,110.12,2,66.91,147.16,88.57,0
Steering,ST-104,71.67,1.57,122.76,22.77,78.28,0,32.05,379.22,93.66,0
Steering,ST-107,81.27,2.75,168.4,32.18,54.3,1,37.47,396.84,91.64,0
Airbag,AB-116,45.27,2.96,182.07,20.75,124.11,0,42.49,154.03,90.35,0
Occupant Safety,OS-111,45.51,1.66,122.72,29.04,125.4,2,69.57,209.42,90.78,0
Seat Belt,SB-117,57.14,2.21,110.06,10.98,89.04,0,56.89,106.11,93.02,1
Steering,ST-117,69.82,2.87,119.16,35.49,67.54,0,68.13,368.68,97.63,0
Airbag,AB-105,56.79,1.65,248.75,21.0,114.07,0,59.36,135.47,92.17,0
Steering,ST-103,47.3,1.35,161.0,21.18,100.45,0,76.88,270.02,92.81,0
Steering,ST-122,78.32,2.27,162.27,29.7,108.86,3,45.09,345.6,94.64,0
Occupant Safety,OS-104,39.1,1.48,146.3,17.82,107.51,3,77.96,191.19,87.23,1
Airbag,AB-103,59.2,1.7,231.99,18.3,118.93,0,64.55,129.04,94.11,0
Airbag,AB-108,51.39,1.0,222.19,20.55,62.63,0,56.04,152.52,92.63,0
Airbag,AB-113,74.14,1.85,280.63,22.18,111.55,0,58.13,149.82,90.01,1
Seat Belt,SB-107,33.54,1.94,89.85,12.45,134.18,0,41.24,88.75,93.88,0
Airbag,AB-114,68.33,2.83,191.8,17.95,91.07,0,51.39,144.89,91.7,0
Occupant Safety,OS-125,58.75,1.28,103.2,24.63,132.75,2,75.78,147.43,96.79,0
Airbag,AB-111,71.37,1.81,252.69,15.86,115.37,0,41.42,213.24,98.85,0
Occupant Safety,OS-120,61.5,1.7,147.59,24.74,130.28,0,73.73,165.02,94.33,0
Airbag,AB-118,54.67,2.28,185.07,29.5,62.02,0,45.67,145.11,92.51,0
Seat Belt,SB-108,37.91,0.57,112.18,13.36,90.73,0,44.63,81.87,93.0,0
Airbag,AB-105,41.55,2.3,287.35,27.15,112.24,0,68.8,189.22,95.83,0
Steering,ST-125,67.96,3.67,137.37,24.66,101.86,1,57.08,283.01,99.26,0
Occupant Safety,OS-118,66.63,2.0,150.58,15.41,116.37,2,71.24,245.92,97.61,0
Seat Belt,SB-102,40.93,0.61,105.77,24.37,112.45,0,44.92,118.35,92.58,0
Steering,ST-108,81.12,2.49,143.63,33.3,81.92,1,71.07,348.6,95.33,0
Steering,ST-117,83.58,2.96,122.75,37.03,54.54,2,31.61,334.32,99.28,0
Airbag,AB-111,62.41,2.34,249.72,23.27,144.35,0,69.91,177.52,91.86,0
Airbag,AB-103,50.08,1.33,273.01,27.15,109.57,0,55.39,188.89,94.76,0
Seat Belt,SB-108,33.26,1.91,112.5,16.63,111.46,0,65.74,125.35,97.59,0
Occupant Safety,OS-121,63.27,3.27,122.07,21.47,77.35,3,66.39,162.55,89.7,0
Steering,ST-114,79.91,3.11,132.61,32.73,94.3,3,31.63,380.98,91.7,0
Seat Belt,SB-105,34.7,0.53,119.62,11.08,129.39,0,45.69,132.14,96.93,0
Seat Belt,SB-103,54.36,2.13,106.69,17.4,151.56,0,51.68,91.94,97.78,0
Airbag,AB-113,61.44,1.11,274.9,17.39,83.08,0,55.33,159.82,97.59,0
Airbag,AB-112,50.97,1.81,253.19,18.42,142.68,0,68.81,146.6,97.62,0
Airbag,AB-124,69.57,2.59,218.78,23.27,142.74,0,43.32,174.58,98.97,0
Seat Belt,SB-122,58.57,2.49,94.29,23.09,153.32,0,39.38,136.78,95.6,1
Steering,ST-113,76.86,2.02,121.04,34.97,66.88,3,64.77,399.66,96.86,0
Occupant Safety,OS-106,64.64,1.46,99.56,19.32,85.31,0,60.17,190.73,86.64,1
Seat Belt,SB-115,34.0,1.92,108.11,19.52,141.01,0,48.78,128.14,94.67,0
Steering,ST-109,66.02,1.64,125.55,41.01,64.04,1,44.26,379.64,90.08,1
Seat Belt,SB-104,31.51,2.46,115.17,10.41,107.81,0,45.23,88.23,99.14,0
Occupant Safety,OS-107,39.3,3.17,111.62,24.85,93.21,3,60.74,179.79,88.01,0
Seat Belt,SB-121,53.9,1.0,97.8,13.77,179.82,0,37.26,146.91,96.91,0
Occupant Safety,OS-116,46.18,1.02,102.68,34.51,70.48,2,46.24,171.12,85.88,1
Steering,ST-124,71.12,2.27,136.87,35.48,79.16,0,69.71,323.14,93.12,0
Seat Belt,SB-116,36.36,1.03,95.38,18.01,98.86,0,50.21,82.87,92.15,0
Steering,ST-101,82.22,2.14,138.37,36.9,88.34,1,39.34,350.6,95.05,0
Steering,ST-123,66.62,2.53,179.74,25.09,95.53,0,73.85,390.32,95.51,0
Airbag,AB-113,60.02,2.4,198.17,17.35,135.94,0,57.71,198.97,96.56,0
Seat Belt,SB-111,59.8,0.85,106.79,19.69,129.48,0,66.13,114.93,99.21,0
Airbag,AB-121,51.2,1.35,280.54,17.89,131.29,0,53.95,120.53,92.79,0
Airbag,AB-116,43.02,1.61,195.38,24.86,91.53,0,35.48,202.9,96.73,0
Occupant Safety,OS-117,44.9,2.88,132.16,18.36,123.45,2,40.47,128.19,97.95,0
Airbag,AB-116,74.35,2.4,187.3,27.3,97.05,0,65.05,162.99,94.48,0
